record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000633,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-4800,Nagpur Site 4800,Small Cell,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-06-25,2026-06-30,90 days from invoice,Service PO for Site acquisition and statutory liaison at Nagpur Site 4800,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,125100,10,5.39,0,3.77,4.61,1251000,674289.0,471627.0,576711.0,Partially Fulfilled,Partially Fulfilled,4,Service Entry Sheet,SES-2026-000633,2026-06-24,1.51,1.51,0.0,188901.0,Accepted,Passed,2026-06-21,Completed,Service Entry Approved,INV-V014-2026-000633,2026-07-11,1.14,142614.0,25670.52,168284.52,Approved,Matched,,Due,,160,91-180 days,-6,25,0-30 days,5,0-30 days,53.9,37.7,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000634,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-8328,Nagpur Site 8328,Ground Based Tower,4G/5G,CAPEX,730110,PO-2026-00123,PO-2026-00123-004,4,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-04-21,2026-04-24,90 days from invoice,Service PO for Diesel generator annual maintenance at Nagpur Site 8328,SRV-DG-AMC,Diesel generator annual maintenance,Service,Managed Services,Power O&M,DG AMC,YEAR,56700,1,0.45,0.14,0.18,0.41,56700,25515.0,10206.0,23247.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000634,2026-04-27,0.26,0.26,0.0,14742.0,Accepted,Passed,2026-04-22,Accepted,Work Completion Confirmed,INV-V014-2026-000634,2026-05-08,0.18,10206.0,1837.08,12043.08,Approved,Matched,,Due,,160,91-180 days,3,85,61-90 days,69,61-90 days,45.0,18.0,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000635,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-8328,Nagpur Site 8328,Ground Based Tower,4G/5G,CAPEX,730110,PO-2026-00123,PO-2026-00123-004,4,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-04-21,2026-04-24,90 days from invoice,Service PO for Diesel generator annual maintenance at Nagpur Site 8328,SRV-DG-AMC,Diesel generator annual maintenance,Service,Managed Services,Power O&M,DG AMC,YEAR,56700,1,0.45,0.14,0.36,0.41,56700,25515.0,20412.0,23247.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000635,2026-06-17,0.19,0.19,0.0,10773.0,Accepted,Passed,2026-06-12,Accepted,Service Entry Approved,INV-V014-2026-000635,2026-06-22,0.18,10206.0,1837.08,12043.08,Booked,Matched,,Due,,160,91-180 days,54,34,31-60 days,24,0-30 days,45.0,36.0,Y,N,N,N,Pending,Amended,2026-07-16
REC-000636,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-6115,Hubballi Site 6115,IBS,4G,CAPEX,620250,PO-2025-00124,PO-2025-00124-001,1,Supply,Finally Closed,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-04-23,2026-05-04,30 days from invoice,Supply PO for 5G Remote Radio Unit at Hubballi Site 6115,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,145100,15,15.0,0,10.44,0,2176500,2176500.0,1514844.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000636,2026-02-19,10.74,10.74,0.0,1558374.0,Accepted,Passed,2026-02-17,Accepted,Installation Completed,INV-V005-2026-000636,2026-03-09,10.44,1514844.0,272671.92,1787515.92,Paid,Matched,,Paid,2026-04-25,208,>180 days,-74,149,91-180 days,129,91-180 days,100.0,69.6,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000637,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-6115,Hubballi Site 6115,IBS,4G,CAPEX,620250,PO-2025-00124,PO-2025-00124-001,1,Supply,Finally Closed,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-04-23,2026-05-04,30 days from invoice,Supply PO for 5G Remote Radio Unit at Hubballi Site 6115,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,145100,15,15.0,0,13.26,0,2176500,2176500.0,1924026.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000637,2026-04-03,4.26,4.12,0.14,597812.0,Partially Accepted,Passed with Rejection,2026-03-29,Completed,Material Delivered,INV-V005-2026-000637,2026-05-13,2.82,409182.0,73652.76,482834.76,Paid,Matched,,Paid,2026-06-06,208,>180 days,-31,109,91-180 days,64,61-90 days,100.0,88.4,N,N,N,Y,Not Required,Under Amendment,2026-07-16
REC-000638,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-5201,Hubballi Site 5201,Rooftop Tower,Transmission,CAPEX,620250,PO-2025-00124,PO-2025-00124-002,2,Supply,Partially Fulfilled,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-03-13,2026-03-14,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Hubballi Site 5201,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,300500,18,11.50,0.00,4.43,6.50,5409000,3455750.00,1331215.00,1953250.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000638,2026-03-16,11.50,11.50,0.00,3455750.00,Accepted,Passed,2026-02-01,Closed,Commissioning Complete,INV-V005-2026-000638,2026-04-12,4.43,1331215.00,239618.70,1570833.70,On Hold,Matched,,On Hold,,208,>180 days,-40,165,91-180 days,95,91-180 days,63.89,24.61,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000639,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-5201,Hubballi Site 5201,Rooftop Tower,Transmission,CAPEX,620250,PO-2025-00124,PO-2025-00124-002,2,Supply,Partially Fulfilled,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-03-13,2026-03-14,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Hubballi Site 5201,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,300500,18,11.50,0.00,4.43,6.50,5409000,3455750.00,1331215.00,1953250.00,Partially Fulfilled,Partially Fulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,208,>180 days,-55,,,,,63.89,24.61,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000640,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-5201,Hubballi Site 5201,Rooftop Tower,Transmission,CAPEX,620250,PO-2025-00124,PO-2025-00124-002,2,Supply,Partially Fulfilled,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-03-13,2026-03-14,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Hubballi Site 5201,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,300500,18,11.50,0.00,4.43,6.50,5409000,3455750.00,1331215.00,1953250.00,Partially Fulfilled,Partially Fulfilled,3,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,208,>180 days,-21,,,,,63.89,24.61,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000641,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka Tower Fiberization Program,Phase 1 Urban,PRJ-FIBERIZATION-KA-2025,KA-HUB-5201,Hubballi Site 5201,Rooftop Tower,Transmission,CAPEX,620250,PO-2025-00124,PO-2025-00124-002,2,Supply,Partially Fulfilled,V005,Indus Site Services Pvt Ltd,Meera Nair,Ananya Rao,2025-12-20,2026-01-08,2026-06-24,2026-03-13,2026-03-14,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Hubballi Site 5201,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,300500,18,11.50,0.00,4.43,6.50,5409000,3455750.00,1331215.00,1953250.00,Partially Fulfilled,Partially Fulfilled,4,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,208,>180 days,21,,,,,63.89,24.61,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000642,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Udaipur,Meera Nair,Rajasthan 5G Network Expansion,Modernization Batch,PRJ-5G-ROLLOUT-RJ-2025,RJ-UDA-6367,Udaipur Site 6367,Small Cell,Transmission,CAPEX,610140,PO-2025-00125,PO-2025-00125-001,1,Service,Open,V002,Bharat Tower Engineering Ltd,Meera Nair,Rahul Deshmukh,2025-10-26,2025-11-21,2026-04-24,2026-01-21,2026-01-26,60 days from invoice,Service PO for Tower operations and maintenance service at Udaipur Site 6367,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,38500,23,0.00,0.00,0.00,23.00,885500,0.00,0.00,885500.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,263,>180 days,7,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000643,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Udaipur,Meera Nair,Rajasthan 5G Network Expansion,Modernization Batch,PRJ-5G-ROLLOUT-RJ-2025,RJ-UDA-6367,Udaipur Site 6367,Small Cell,Transmission,CAPEX,610140,PO-2025-00125,PO-2025-00125-001,1,Service,Open,V002,Bharat Tower Engineering Ltd,Meera Nair,Rahul Deshmukh,2025-10-26,2025-11-21,2026-04-24,2026-01-21,2026-01-26,60 days from invoice,Service PO for Tower operations and maintenance service at Udaipur Site 6367,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,38500,23,0.00,0.00,0.00,23.00,885500,0.00,0.00,885500.00,Open - Unfulfilled,Open - Unfulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,263,>180 days,16,,,,,0.00,0.00,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000644,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Udaipur,Meera Nair,Rajasthan 5G Network Expansion,Modernization Batch,PRJ-5G-ROLLOUT-RJ-2025,RJ-UDA-6367,Udaipur Site 6367,Small Cell,Transmission,CAPEX,610140,PO-2025-00125,PO-2025-00125-001,1,Service,Open,V002,Bharat Tower Engineering Ltd,Meera Nair,Rahul Deshmukh,2025-10-26,2025-11-21,2026-04-24,2026-01-21,2026-01-26,60 days from invoice,Service PO for Tower operations and maintenance service at Udaipur Site 6367,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,38500,23,0.00,0.00,0.00,23.00,885500,0.00,0.00,885500.00,Open - Unfulfilled,Open - Unfulfilled,3,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,263,>180 days,-19,,,,,0.00,0.00,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000645,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Udaipur,Meera Nair,Rajasthan 5G Network Expansion,Modernization Batch,PRJ-5G-ROLLOUT-RJ-2025,RJ-UDA-6367,Udaipur Site 6367,Small Cell,Transmission,CAPEX,610140,PO-2025-00125,PO-2025-00125-001,1,Service,Open,V002,Bharat Tower Engineering Ltd,Meera Nair,Rahul Deshmukh,2025-10-26,2025-11-21,2026-04-24,2026-01-21,2026-01-26,60 days from invoice,Service PO for Tower operations and maintenance service at Udaipur Site 6367,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,38500,23,0.00,0.00,0.00,23.00,885500,0.00,0.00,885500.00,Open - Unfulfilled,Open - Unfulfilled,4,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,263,>180 days,-30,,,,,0.00,0.00,Y,N,N,N,Pending,Amended,2026-07-16
REC-000646,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Bhopal,Rohit Menon,Madhya Pradesh New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-MP-2026,MP-BHO-7081,Bhopal Site 7081,Rooftop Tower,5G,CAPEX,730110,PO-2026-00126,PO-2026-00126-001,1,Supply,Partially Fulfilled,V014,Sahasra Telecom Projects,Rohit Menon,Nitin Bose,2026-03-20,2026-04-16,2026-08-17,2026-06-21,2026-07-02,60 days from invoice,Supply PO for Outdoor Telecom Cabinet at Bhopal Site 7081,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,116600,14,11.18,0,0,2.82,1632400,1303588.0,0,328812.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000646,2026-06-24,9.92,9.32,0.6,1086712.0,Partially Accepted,Passed with Rejection,2026-06-24,Accepted,Commissioning Complete,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,118,91-180 days,-8,22,0-30 days,,,79.86,0.0,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000647,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Bhopal,Rohit Menon,Madhya Pradesh New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-MP-2026,MP-BHO-7081,Bhopal Site 7081,Rooftop Tower,5G,CAPEX,730110,PO-2026-00126,PO-2026-00126-001,1,Supply,Partially Fulfilled,V014,Sahasra Telecom Projects,Rohit Menon,Nitin Bose,2026-03-20,2026-04-16,2026-08-17,2026-06-21,2026-07-02,60 days from invoice,Supply PO for Outdoor Telecom Cabinet at Bhopal Site 7081,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,116600,14,11.18,0,0.55,2.82,1632400,1303588.0,64130.0,328812.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000647,2026-04-24,0.7,0.7,0.0,81620.0,Accepted,Passed,2026-04-22,Accepted,Material Delivered,INV-V014-2026-000647,2026-05-29,0.55,64130.0,11543.4,75673.4,Approved,Matched,,Due,,118,91-180 days,-69,85,61-90 days,48,31-60 days,79.86,3.93,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000648,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Bhopal,Rohit Menon,Madhya Pradesh New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-MP-2026,MP-BHO-7081,Bhopal Site 7081,Rooftop Tower,5G,CAPEX,730110,PO-2026-00126,PO-2026-00126-001,1,Supply,Partially Fulfilled,V014,Sahasra Telecom Projects,Rohit Menon,Nitin Bose,2026-03-20,2026-04-16,2026-08-17,2026-06-21,2026-07-02,60 days from invoice,Supply PO for Outdoor Telecom Cabinet at Bhopal Site 7081,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,116600,14,11.18,0,0.95,2.82,1632400,1303588.0,110770.0,328812.0,Partially Fulfilled,Partially Fulfilled,3,GRN,GRN-2026-000648,2026-05-09,0.56,0.56,0.0,65296.0,Accepted,Passed,2026-05-07,Completed,Installation Completed,INV-V014-2026-000648,2026-06-05,0.4,46640.0,8395.2,55035.2,Paid,Matched,,Paid,2026-06-28,118,91-180 days,-54,70,61-90 days,41,31-60 days,79.86,6.79,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000649,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Bhopal,Rohit Menon,Madhya Pradesh New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-MP-2026,MP-BHO-1822,Bhopal Site 1822,Pole Site,4G,CAPEX,730110,PO-2026-00126,PO-2026-00126-002,2,Supply,Open,V014,Sahasra Telecom Projects,Rohit Menon,Nitin Bose,2026-03-20,2026-04-16,2026-08-17,2026-07-13,2026-07-15,60 days from invoice,Supply PO for Outdoor Telecom Cabinet at Bhopal Site 1822,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,184400,19,0.00,0.00,0.00,19.00,3503600,0.00,0.00,3503600.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,118,91-180 days,-83,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000650,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Bhopal,Rohit Menon,Madhya Pradesh New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-MP-2026,MP-BHO-1822,Bhopal Site 1822,Pole Site,4G,CAPEX,730110,PO-2026-00126,PO-2026-00126-002,2,Supply,Open,V014,Sahasra Telecom Projects,Rohit Menon,Nitin Bose,2026-03-20,2026-04-16,2026-08-17,2026-07-13,2026-07-15,60 days from invoice,Supply PO for Outdoor Telecom Cabinet at Bhopal Site 1822,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,184400,19,0.00,0.00,0.00,19.00,3503600,0.00,0.00,3503600.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,118,91-180 days,-90,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000651,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Priya Iyer,Gujarat 4G Capacity Densification,Coverage Gaps,PRJ-4G-DENS-GJ-2026,GJ-VAD-7217,Vadodara Site 7217,Rooftop Tower,4G,OPEX,540210,PO-2026-00127,PO-2026-00127-001,1,Supply,Fully Fulfilled,V009,Trident Tower Maintenance Services,Priya Iyer,Arjun Patel,2026-03-04,2026-03-18,2026-06-27,2026-05-28,2026-06-02,90 days from invoice,Supply PO for Massive MIMO Antenna at Vadodara Site 7217,MAT-ANT-MIMO,Massive MIMO Antenna,Material,Active Equipment,Antenna,64T64R Antenna,EA,475200,31,31.0,0,24.5,0,14731200,14731200.0,11642400.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000651,2026-06-07,31.0,28.77,2.23,13671504.0,Partially Accepted,Passed with Rejection,2026-06-02,Accepted,Commissioning Complete,INV-V009-2026-000651,2026-07-01,24.5,11642400.0,2095632.0,13738032.0,Approved,Quantity Variance,,Due,,134,91-180 days,5,44,31-60 days,15,0-30 days,100.0,79.03,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000652,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Priya Iyer,Gujarat 4G Capacity Densification,Coverage Gaps,PRJ-4G-DENS-GJ-2026,GJ-VAD-3794,Vadodara Site 3794,IBS,4G,OPEX,540210,PO-2026-00127,PO-2026-00127-002,2,Supply,Open,V009,Trident Tower Maintenance Services,Priya Iyer,Arjun Patel,2026-03-04,2026-03-18,2026-06-27,2026-07-04,2026-07-11,90 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Vadodara Site 3794,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,312500,16,0.00,0.00,0.00,16.00,5000000,0.00,0.00,5000000.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,134,91-180 days,-26,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000653,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Priya Iyer,Gujarat 4G Capacity Densification,Coverage Gaps,PRJ-4G-DENS-GJ-2026,GJ-VAD-3794,Vadodara Site 3794,IBS,4G,OPEX,540210,PO-2026-00127,PO-2026-00127-002,2,Supply,Open,V009,Trident Tower Maintenance Services,Priya Iyer,Arjun Patel,2026-03-04,2026-03-18,2026-06-27,2026-07-04,2026-07-11,90 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Vadodara Site 3794,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,312500,16,0.00,0.00,0.00,16.00,5000000,0.00,0.00,5000000.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,134,91-180 days,-13,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000654,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Jabalpur,Meera Nair,Madhya Pradesh Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-MP-2026,MP-JAB-4915,Jabalpur Site 4915,IBS,Transmission,CAPEX,540210,PO-2026-00128,PO-2026-00128-001,1,Service,Partially Fulfilled,V013,BluePeak Network Services,Meera Nair,Rahul Deshmukh,2026-05-12,2026-06-07,2026-07-28,2026-06-09,2026-06-11,30 days from invoice,Service PO for Tower foundation and civil works at Jabalpur Site 4915,SRV-CIVIL-FOUND,Tower foundation and civil works,Service,Civil Works,Foundation,Tower Foundation,LOT,824500,3,1.09,0.00,0.78,1.91,2473500,898705.00,643110.00,1574795.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000654,2026-07-13,1.09,1.09,0.00,898705.00,Accepted,Passed,,Not Started,PO Released,INV-V013-2026-000654,2026-07-16,0.78,643110.00,115759.80,758869.80,On Hold,Matched,,On Hold,,65,61-90 days,35,,,0,0-30 days,36.33,26.00,Y,N,N,N,Approved,Amended,2026-07-16
REC-000655,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Jabalpur,Meera Nair,Madhya Pradesh Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-MP-2026,MP-JAB-8213,Jabalpur Site 8213,Rooftop Tower,4G,CAPEX,540210,PO-2026-00128,PO-2026-00128-002,2,Service,Open,V013,BluePeak Network Services,Meera Nair,Rahul Deshmukh,2026-05-12,2026-06-07,2026-07-28,2026-09-20,2026-09-21,30 days from invoice,Service PO for Diesel generator annual maintenance at Jabalpur Site 8213,SRV-DG-AMC,Diesel generator annual maintenance,Service,Managed Services,Power O&M,DG AMC,YEAR,80700,3,0.00,0.00,0.00,3.00,242100,0.00,0.00,242100.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,65,61-90 days,-104,,,,,0.00,0.00,Y,N,N,N,Pending,No Amendment,2026-07-16
